;age;gender;humanmade;concern;efficacy;income;edu3;openanswer;translation
530;1;2;1;0.75;0.6666667;100000;2;Skummelt!;Skelfilegur! 
531;2;2;1;1.0;0.3333333;346000;0;Skummelt Hvor har vinteren og sommeren blitt av?;Skelfilegur hvar verður veturinn og sumarið af? 
532;2;2;1;1.0;0.6666667;430000;3;Skummelt Ett stort ansvar;Skelfilegur einn mikill ábyrgð 
533;1;2;0;0.25;0.3333333;700000;3;skummelt berører ikke min generasjon;Skelfilegur snertir ekki kynslóðina mína 
534;1;2;1;1.0;0.3333333;200000;3;Skummelt ;Skelfilegur 
535;1;2;1;0.75;0.6666667;40000;2;Skummelt;Skelfilegur 
536;6;1;1;1.0;0.3333333;390000;3;Skummelt;Skelfilegur 
537;5;2;1;1.0;0.3333333;180000;1;skummelt;skelfilegur 
538;3;1;1;0.75;0.3333333;400000;2;Skummelt;Skelfilegur 
539;3;2;1;0.75;0.3333333;47000;3;skummelt;skelfilegur 
540;4;1;1;0.25;0.3333333;700000;3;Skummelt;Skelfilegur 
541;2;1;0;0.75;0.3333333;550000;3;Skuffelse og avsky overfor politikere og næringsliv ;Vonbrigði og disgust við stjórnmálamenn og viðskipti 
542;5;2;0;0.5;0.0;300000;3;"Skremselspropaganda Vår tids nye religion: den som ikke ""tror"" på den vedtatte sannhet er ignorant Men man kan jo kjøpe seg avlat ved klimakvoter som om det hjelper Ellers er det jo tilstrekkelig å bekymre seg over den klimaendring som skjer uten menneskets innblanding Men ville man bygd operaen i Oslo rett i sjøen om man trodde havet vil stige faretruende de nærmeste 50 år?";"Greining Program Time New Religion: Hver sem ""telur"" á samþykktu sannleikanum er ókunnugt en hægt er að kaupa á móti með loftslagskvóta eins og það hjálpar annars að það sé nóg að hafa áhyggjur af loftslagsbreytingum sem gerast án truflana manna en myndi byggja á óperuna í Ósló Rétt í sjónum Ef þú hélt að hafið muni hækka hættulegan 50 ár? "
543;2;2;1;1.0;0.6666667;1400000;2;Skremmende! Det går mer og mer opp for meg at dette er menneskeskapt og at vi må gjøre store endringer for å snu utviklingen i Norge Vi må også jobbe mye mer aktivt med u-land i forhold til å tilføre kompetanse veiledning og reell hjelp ;Skelfilegur! Það fer meira og meira fyrir mig að þetta er tilbúið og að við verðum að gera helstu breytingar til að snúa þróuninni í Noregi, við verðum einnig að vinna miklu virkari við U-lönd í tengslum við sérþekkingu og raunverulegan hjálp 
544;4;2;1;1.0;0.6666667;550000;3;Skremmende og menneskeskapt ;Ógnvekjandi og tilbúin 
545;5;2;1;0.75;0.6666667;0;1;skremmende når polisen smelter ;ógnvekjandi þegar stefnan bráðnar 
546;2;2;1;0.75;0.3333333;380000;2;Skremmende masse endringer i klimaet ;Skelfilegur fjöldi breytinga á loftslagi 
547;3;1;1;1.0;0.3333333;500000;3;Skremmende fremtid;Ógnvekjandi framtíð 
548;4;2;1;1.0;0.6666667;980000;3;Skremmende ;Ógnvekjandi 
549;7;2;1;1.0;0.6666667;450000;3;Skremmende ;Ógnvekjandi 
550;6;2;1;0.75;0.3333333;0;2;skremmende;ógnvekjandi 
551;6;2;1;1.0;0.3333333;2620941;3;Skremmende;Ógnvekjandi 
552;2;2;1;0.75;0.6666667;441700;3;skremmende;ógnvekjandi 
553;6;2;0;0.5;0.0;250;1;skremmende;ógnvekjandi 
554;6;2;1;0.5;0.3333333;0;1;Skremmende;Ógnvekjandi 
555;3;2;1;1.0;0.3333333;400000;3;Skremmende;Ógnvekjandi 
556;6;2;1;1.0;0.3333333;0;3;skremmende;ógnvekjandi 
557;5;2;1;0.75;0.6666667;450000;3;SKREMMENDE;Ógnvekjandi 
558;2;2;1;1.0;0.6666667;450000;3;Skremmende;Ógnvekjandi 
559;5;1;0;0.75;0.3333333;0;2;Skremmende;Ógnvekjandi 
560;5;2;1;0.75;0.6666667;354000;3;Skrekk og gru Skummelt at ikke alle nasjoner og mennesker tar dette på alvor ;Hryllingi og hryllingi skelfilegur að ekki allir þjóðir og fólk taka þetta alvarlega 
561;2;1;1;0.75;0.3333333;680000;3;skog;skógur 
562;3;2;1;0.25;0.3333333;44000;3;skog;skógur 
563;5;2;0;0.5;0.3333333;0;2;skjer vel ikke noe dramatisk de neste hundre år;Gerist ekki neitt stórkostlegt fyrir næstu hundruð ár 
564;2;1;0;0.25;0.3333333;100000;2;Skjer naturlig i perioder og menneskene har noe men liten skyld i disse ;Gerist náttúrulega á tímabilum og menn hafa eitthvað annað en lítið sekt í þessum 
565;2;1;1;0.0;0.0;420000;2;Skjer ikke i mitt liv Tror teknologien tar igjen den største klimatrusselen ;Gerist ekki í lífi mínu Hugsaðu tækni tekur stærsta loftslagsógnina 
566;5;2;0;0.5;0.6666667;650000;0;skjedde før i verden også;gerðist áður í heiminum líka 
567;4;1;0;0.25;0.0;350000;1;Skeptisk noe overdrevet tror jeg;Skeptical eitthvað ýktar ég held að ég held 
568;4;2;1;0.75;0.6666667;450000;3;Skader på natur/dyreliv Store værendringer Forurenset jord luft og vann ;Skemmdir á náttúrunni / dýralíf Stór veður Breytir mengaðri jarðvegi og vatni 
569;4;1;1;1.0;0.3333333;370000;3;skader;Tjón 
570;5;1;1;0.75;0.3333333;0;2;skadelige klimagasser;Illgjarn gróðurhúsalofttegundir 
571;2;2;1;0.75;0.6666667;460000;3;Senk forbruk;Lægri neysla 
572;1;1;1;0.5;0.6666667;328000;1;Satsing på fornybar energi må til ;Fjárfesting um endurnýjanlega orku verður 
573;2;1;1;0.25;0.3333333;1600000;3;sant trist men sånn er det bare;satt sorglegt en svo er aðeins 
574;6;2;1;0.75;0.3333333;1000000;3;sammensatt menneske og tknisk grunn begrense folketallet mere ren energi minde kull olje bedre enn kull;Samsett mannleg og Tkkisk Ástæða takmarkar íbúa meira hreint orkuhugsun kololíu betri en kol 
575;2;1;1;0.5;0.3333333;480000;3;Sammensatt kompleks mangesidig sak der mennesker spiller en viktig rolle - men det er også større svingninger som følger jordkloden/ solen m m som IKKE har noe med menneskets atferd å gjøre Jeg ser vel saken fra begge disse sidene og er ikke veldig bekymret for utviklingen Er samtidig opptatt av å gjøre mitt for å bidra f eks inn mot resirkulering/ gjenvinning/ gjenbruk etc ;Samsett flókin fjölhliða tilfelli þar sem fólk gegnir mikilvægu hlutverki - en það eru einnig stærri sveiflur sem fylgja heimanum / sólinni osfrv. Það hefur ekkert að gera við mannlegan hegðun til að líta vel út frá báðum þessum síðum og eru ekki mjög áhyggjufullir Um þróunina er samtímis upptekinn af því að gera mitt til að leggja sitt af mörkum gegn endurvinnslu / endurvinnslu / endurnýta osfrv 
576;5;2;1;1.0;0.6666667;0;3;Samfunnet må ta hensyn til klimaendringen og hver enkel må være villige til å gjøre noe selv for at vi skal ta vare på verden vi lever i ;Samfélagið verður að borga eftirtekt til loftslagsbreytinga og hver og einn verður að vera tilbúinn að gera eitthvað fyrir okkur að sjá um heiminn sem við lifum í 
577;3;2;1;0.5;0.0;351000;2;Samfunnet er ikke flink nok på gjenbruk Er for for bruk-kast-mentalitet ;Samfélagið er ekki nógu gott við endurnotkun er til notkunar-kasta hugarfar 
578;5;1;0;0.5;0.3333333;300000;1;rommet er i ekspangsjon dermed forandrer klimaets seg også;Herbergið er í útsetningu þannig að breyta loftslagi loftslagsins líka 
579;5;1;1;0.75;0.6666667;662400;3;Risiko;áhætta 
580;5;2;1;0.75;0.3333333;250000;3;ren luft rent vann;Hreint loft hreint vatn 
581;4;2;0;0.75;0.3333333;470000;3;ren luft;hreint loft 
582;4;2;1;0.5;0.6666667;320000;1;REGNVÆR;Rigningarlegt 
583;2;2;0;0.75;0.3333333;320000;2;Regnskogen;Regnskóginn. 
584;3;2;1;0.75;0.3333333;400000;3;Regn økt vannstand;Rigning aukið vatnsborð 
585;4;1;1;0.5;0.3333333;650000;2;Regn om sommerenæ;Rigning um sumarið 
586;4;2;1;0.5;0.3333333;400000;3;Regn og vind;Rigning og vindur 
587;5;2;1;1.0;0.6666667;501600;3;regn og vind;rigning og vindur 
588;4;2;0;0.5;0.3333333;400000;3;Regn og uvær;Rigning og stormur 
589;5;2;1;1.0;0.6666667;650000;3;regn og storm;rigning og stormur 
590;6;2;1;0.5;0.6666667;235000;3;Regn og oversvømmelser;Rigning og flóð 
591;6;2;1;0.75;0.6666667;250000;3;regn og flom;rigning og flóð 
592;1;2;1;0.5;0.6666667;40000;3;Regn mindre snø enn da jeg var barn naturkatastrofer;Rigning minni snjó en þegar ég var náttúruhamfarir barnsins 
593;4;2;1;0.75;0.3333333;450000;3;regn fuktighet ubalanse i naturen;Rigning raka ójafnvægi í náttúrunni 
594;5;2;1;0.5;0.6666667;360000;2;Regn ;Rain. 
595;4;2;1;0.75;0.6666667;400000;2;Regn;Rain. 
596;5;1;1;0.75;0.0;350000;2;regn;Rain. 
597;4;1;1;0.5;0.6666667;550000;1;Regn;Rain. 
598;4;2;1;0.75;0.3333333;650000;3;Regn;Rain. 
599;6;2;1;0.75;0.6666667;250000;1;Regn;Rain. 
600;5;2;0;0.25;0.3333333;1200000;3;Regn;Rain. 
601;2;1;0;0.5;0.3333333;500000;1;Regn;Rain. 
602;2;1;0;0.75;0.6666667;700000;3;Reelle men med usikker årsak Flere aktører på hver side av debatten med store egeninteresser Mangler helt objektive kilder ifht hva som blir konsekvensene/faren ved endringene men noe må gjøres ;Real en með óvissu vegna þess að fleiri leikarar á hvorri hlið umræðu við stórar innri hagsmunir skortir algjörlega hlutlægar heimildir í samræmi við það sem verður afleiðingar / hætta á breytingum en eitthvað verður að gera 
603;1;2;1;0.75;0.6666667;30000;3;redusert forbruk og utslipp (mindre shopping-spesielt alt som har med masseproduksjon og billigkjeder å gjøre kaste mindre mat kjøre mindre bil og fly-mer kollektivt mindre strøm og vannforbruk + selvfølgelig kildesortering) ;Minni neysla og losun (minni innkaup - sérstaklega allt sem hefur massaframleiðslu og ódýr keðjur til að kasta minna mat hlaupa minni bíl og fljúga-meira sameiginlega minni rafmagn og vatnsnotkun + námskeiðsflokkun) 
604;5;2;1;0.75;0.3333333;300000;3;redusert forbruk fossile ressurser;Minnkað neyslu jarðefnaeldsneytis 
605;5;2;1;0.75;0.6666667;520000;3;Redusere bilkjøring Oppvarming i boliger Lære om miljø og påvirkning av klima i barnehage/skole;Minnka aksturshitun á heimilum Að læra um umhverfið og áhrif loftslags í leikskóla / skóla 
606;2;2;0;0.5;0.3333333;0;3;reduksjon av produksjonen;Minnkun á framleiðslu 
607;4;2;1;0.75;0.6666667;456000;3;Reduksjon av klimagassutslipp Issmelting - stakkars dyr/seler/isbjørner Stoppe nedslakting av regnskogen;Minnkun á losun gróðurhúsalofttegunda íslenti - léleg dýr / selir / ísbjörn hætta að slátra regnskóginum 
608;3;1;1;0.75;0.3333333;450000;3;Reduksjon av arts mangfoldet;Minnkun á fjölbreytni listir 
609;2;2;1;0.75;0.3333333;0;3;Redsel;Hryðjuverk 
610;2;2;1;0.5;0.6666667;400000;3;Reality;Veruleiki 
611;6;1;0;0.5;0.3333333;270000;1;Ras og flom;Ras og flóð 
612;7;1;0;0.25;0.3333333;350000;1;PÅSKUDD FOR NYE OG HØYERE AVGIFTER!;Hagnaður fyrir nýjar og hærri gjöld! 
613;4;2;1;0.5;0.3333333;350000;2;På grunn av klimagassar og gifter som blir sleppt ut forandrar klima seg Isen i Arktis smeltar hav nivået stig havtemperaturen stig som igjen fører til kraftigare stormar og naturkatastrofar Meir og kraftigare nedbør i Norge fører til ras og flaum ;Vegna gróðurhúsalofttegunda og giftast sem eru dregin út, er loftslagsbreytingar ísinn í norðurslóðum bræðslumarkandi sjávarhita stig sem aftur leiðir til öflugra stormar og náttúrulega disastrofar og öflugt úrkomu í Noregi leiðir til RAS og FLAUM 
614;3;1;1;0.5;0.3333333;480000;3;Psykologi;Sálfræði. 
615;3;1;1;0.75;0.3333333;250000;1;Prøvesprengniger;Sampleniger 
616;3;2;1;1.0;0.6666667;0;1;prøv å gjøre noe for å forbedre klima krise;Reyndu að gera eitthvað til að bæta loftslags kreppu 
617;3;1;0;0.25;0.3333333;700000;3;Provoserende unyansert fremstilling av ett fenomen som beviselig har flere årsakssammenhenger;Provocatively unafferted framsetning á einum fyrirbæri sem reynir meira orsakasamband 
618;1;2;1;0.75;0.6666667;130000;2;Problemer og vær;Vandamál og veður 
619;2;2;1;1.0;0.6666667;465000;3;problemer;vandamál 
620;2;1;1;0.75;0.3333333;0;0;Problem;Vandamál 
621;5;1;0;0.25;0.3333333;600000;3;Prater mye men gjør lite ;Prater mikið en gera lítið 
622;3;2;1;0.5;0.6666667;460000;3;Potensielle fremtige effekter av globale klimaendringer inkluderer: -intensitet av tropiske stormer -skogbranner -issmelting;Mögulegir framtíðaráhrif alþjóðlegra loftslagsbreytinga eru: -Nautur af suðrænum stormum -skóg eldar neyðartilvikum 
623;4;1;0;0.25;0.3333333;600000;3;Populistisk;Populist. 
624;6;1;1;0.25;0.3333333;600000;2;populisme;populism. 
625;3;2;1;0.5;0.3333333;340000;3;Polsmelting at havet stiger Våtere klima ;Pole bráðnun sem hafið rís Wetter loftslag 
626;2;2;1;0.75;0.6666667;500000;3;polsmelting;Polsmellting. 
627;5;1;0;0.0;0.0;500000;3;"Politisk styrt ""forskning"" Forskere på tynn is ";"Stjórntæk stjórnað ""rannsóknir"" vísindamenn á þunnt ís "
628;1;2;1;0.5;0.3333333;200000;3;Politisk debatt og juks fra maalinger;Pólitísk umræða og svindla frá Maalinger 
629;2;1;1;0.25;0.3333333;700000;2;Politisk babel;Pólitísk biblíunám 
630;2;1;1;0.25;0.0;580000;3;Politisk agenda;Pólitísk dagskrá 
631;5;1;1;0.75;0.3333333;170000;0;politikk repetisjon igjen uten mål og handling ;Stefna endurtekningin eftir án markmiða og aðgerða 
632;3;2;1;0.5;0.6666667;0;3;Politikk kjedelig masete ;Stefna leiðinlegt kvígur 
633;4;2;1;0.5;0.6666667;650000;3;Politikk;Stefnu 
634;1;1;0;0.0;0.0;120000;2;Politikk;Stefnu 
635;1;1;0;0.25;0.3333333;350000;2;Politikk;Stefnu 
636;4;1;1;0.5;0.3333333;620000;3;Politikk;Stefnu 
637;4;2;1;0.75;0.0;0;3;Politikk;Stefnu 
638;4;1;0;0.5;0.0;400000;2;Politikere legger lista for fremdrift og suksess for et hvert land Alle politikere vil vise til fremdrift i sin periode Men når miljø og andre problemer kommer så er det vi (vanlige arbeidstakere) som er de skyldige Dessuten har vi alltid hatt en langsiktig klimaendring her på jorda som vi ikke er herre over Påvirket av jordskjelv vulkanutbrudd landplatåforskyvninger endring i avstand til solen m m ;Stjórnmálamenn bæta við listanum fyrir framfarir og velgengni fyrir hvert land, allir stjórnmálamenn munu benda til framfarir á tímabilinu en þegar umhverfið og önnur vandamál koma þannig að við höfum alltaf haft langtíma loftslag Breyttu hér á jörðu eins og við erum ekki herra af jarðskjálfta eldgosum landplötubreytir breytast í fjarlægð til sólarinnar osfrv. 
639;3;1;0;0.5;0.3333333;490000;3;Politikarprat;Politist. 
640;4;1;0;0.5;0.3333333;1200000;3;Polissmelting;Lögreglan bráðnar. 
641;2;2;1;0.75;0.0;477500;3;polis;lögregla 
642;1;1;1;1.0;0.3333333;200000;2;polene temperatur truede arter CO2 kjottkaker og brun saus;Pólverjar Hitastig Endangered Tegundir CO2 Kjötkökur og brúns sósu 
643;2;1;0;0.5;0.3333333;620000;3;Polene som smelter varmere klima og mer ekstremvær;Pólverjar sem bráðna hlýrri loftslag og erfiðari veður 
644;1;2;1;1.0;0.0;25000;2;Polene smelter havet stiger høyere kystlinje=mindre land Flere dyrearter dør ut drivhuseffekt ;Pólverurnar bráðna hafið hækkandi hærri strandlengju = minni land Nokkrir dýrategundir deyja út gróðurhúsaáhrif 
645;1;1;1;0.5;0.3333333;200000;1;Polene smelter ;The Poles bráðnar 
646;2;2;0;0.5;0.3333333;490000;3;Polene smelter;The Poles bráðnar 
647;1;1;1;0.75;0.3333333;50000;2;Polarisert debatt;Polarized umræður 
648;2;2;1;0.5;0.6666667;440000;2;Pol smelting;Polmelting. 
649;2;1;1;0.5;0.3333333;390000;2;Pol isene smelter;The Pole Ice Creams bráðnar 
650;3;1;0;0.5;0.0;430000;0;pol isen smelter ;POL ICE MELTS. 
651;4;1;0;0.5;0.0;450000;3;Planet i universet liten prikk uten betydning Klima er sammensatt noe er menneskeskapt annet er planetar påvirkning ;Planet í alheiminum litla punktur án mikilvægis loftslags er skipuð eitthvað er mannavöldum annars plánetuáhrifum 
652;1;1;0;0.25;0.0;120000;2;Personer som tjener millioner på å prate om klimaendringer men selv er miljøsvin;Fólk sem fær milljónir að tala um loftslagsbreytingar en sjálfir eru umhverfisvín 
653;5;1;1;0.25;0.3333333;450000;2;palmestrand;Palmestand. 
654;4;2;0;0.0;0.0;420000;2;ozon-laget;Ozone-Made. 
655;5;2;1;0.75;0.3333333;560000;3;Ozonlaget;Ósón lagið. 
656;1;2;1;1.0;0.6666667;152000;0;ozonlaget;ósón lagið. 
657;5;2;1;0.75;0.6666667;520000;3;ozonlaget;ósón lagið. 
658;2;2;1;0.75;0.6666667;100000;2;ozone layer er på vei å bli ødelagt pga kemiske stoffer me brukar daglig;Óson lag er á leiðinni til að vera eytt vegna kemicol á dúkum mér notanda daglega 
659;7;1;1;0.75;0.6666667;0;3;OZON;Óson 
660;1;1;0;0.25;0.0;200000;2;Overvurdert tema ;Ofmetið þema 
661;2;1;1;0.0;0.0;530000;2;"Overvurdert Klimaet vil alltid forandre seg Vi påvirker det nok negativt MEN mennesker i sin helhet kan ikke gjøre noen forskjell Da må vi redusere antall mennesker Og synes særlig IKKE Norge trenger være et eksempel på bra klima politikk som nasjon Burde holde med strengere regler mot NYE bedrifter og hus/blokker Og ""reklamere"" for bra gjenvinning ";"Ofmetið loftslag mun alltaf breytast Við höfum áhrif á það líklega neikvætt en fólk í heild sinni getur ekki skipt máli þá verðum við að draga úr fjölda fólks og virðist sérstaklega ekki Noregur þarf að vera dæmi um góða loftslagsstefnu sem þjóð ætti að halda með strangari reglum gegn Ný fyrirtæki og hús / blokkir og ""stuðla að"" til góðs endurvinnslu "
662;5;2;1;0.75;0.3333333;500000;3;Oversvømmelser sterk vind høyere temperatur issmelting;Flóð sterk vindur hærri hitastig ís bráðnun 
663;3;1;1;0.75;0.3333333;460000;3;Oversvømmelser og folkevandringer;Flóð og þjóðhöfðingjar 
664;6;2;1;0.5;0.6666667;0;2;oversvømmelser ;Flóð 
665;5;2;1;1.0;0.6666667;400000;3;OVERSVØMMELSER;Flóð 
666;5;1;1;1.0;0.3333333;1150000;3;oversvømmelser;Flóð 
667;6;1;1;1.0;0.3333333;2000000;3;Oversvømelser extrem vind og regn lavere tregrense stigende sntt temeratur nedsmelting av poler breer vannkavlitet ;Flóð Extrem vindur og rigning lægra tré lægri hækkandi hluta hitastig Meltdown of Poles Jaciers Waterbreak 
668;2;2;1;0.25;0.3333333;500000;3;overraskende nok men jeg tror ikke særlig mye på dette det er litt overdrevet det fins mange viktigere saker å ta seg av;Furðu nóg en ég held ekki mikið um þetta, það er svolítið ýktar, það eru margar mikilvægari hlutir til að gæta þess 
669;6;2;1;0.75;0.6666667;300000;3;overforbruk av ressurser;Ofnotkun auðlinda 
670;5;1;1;0.75;0.3333333;1600000;3;overflodssamfunn;gnægð 
671;5;1;0;0.25;0.3333333;4000000;3;Overdrivelse;Ýkjur. 
672;3;2;1;0.5;0.0;380000;3;Overdrivelse;Ýkjur. 
673;4;2;0;0.5;1.0;16500;2;Overdrivelse;Ýkjur. 
674;4;1;0;0.25;0.0;450000;2;Overdrevet betydning;Ýktar merkingu 
675;5;2;0;0.5;0.3333333;341800;2;overdrevet;of mikið 
676;6;1;0;0.25;0.3333333;600000;3;overdrevet;of mikið 
677;6;1;0;0.25;0.3333333;400000;3;Overdrevent hysteri Mange organisasjoner ønsker å berike seg ;Óþarfa hysteria Margir stofnanir vilja auðga 
678;1;1;0;0.0;0.0;280000;1;Overdrevent ;Of mikið 
679;3;1;0;0.25;0.3333333;1500000;3;overdrevent;of mikið 
680;5;1;0;0.25;0.3333333;360000;3;Overdreven frykt;Óhófleg ótti 
681;3;1;0;0.25;0.3333333;410000;3;overdramatisert;overramatized. 
682;2;2;0;0.25;0.3333333;520000;3;Overdramatisert;Overramatized. 
683;5;1;1;1.0;0.3333333;600000;3;Overbefolkning dårlig utnyttelse av verdens ressurser grådighet ;Overcrowding léleg nýting heimsins auðlindir græðgi 
684;4;2;0;0.25;0.3333333;390000;0;Ovendrevet;Enda 
685;5;2;1;0.5;0.0;375000;2;Osonlaget;Easelaxet. 
686;3;2;1;0.5;0.3333333;0;2;Osonlag;Asant 
687;3;2;1;0.5;0.3333333;380000;1;orkan;orkan 
688;6;1;1;0.75;0.3333333;800000;3;orkan;orkan 
689;6;1;0;0.5;0.3333333;300000;1;Oppvarming av kloden nedsmelting av isbreer fenomener som tørre og varme steder på kloden blir varmere og tørrere steder med mye nedbør får økende nedbør - kort sagt klimatiske forhold blir dårligere;Upphitun Globe Melting jökla fyrirbæri eins og þurr og hlýjar staðir á heiminn fær hlýrra og þurrkara staði með mikið af úrkomuvinnslu. Rainfall - Stuttar loftslagsbreytingar verða lakari 
690;6;1;1;0.5;0.3333333;600000;3;oppvarming;Upphitun 
691;2;2;0;0.25;0.3333333;0;3;Oppskrytt;Rise 
692;4;1;0;0.25;0.3333333;1000000;3;Oppgitthet;Hæfi 
693;5;2;1;0.75;0.6666667;630000;3;Oppgitthet;Hæfi 
694;2;2;0;0.25;0.3333333;227000;2;oppgitt;þreyttur 
695;1;1;0;0.0;0.0;7800;2;Oppblåst nyhetsoversksrift Dumme ungdommer og politikere som prater om det hele tiden ;Uppblásinn blaðamaður heimskur ungmenni og stjórnmálamenn sem tala um það allan tímann 
696;2;1;0;0.0;0.0;700000;2;Oppblåst;Uppblásinn 
697;1;2;1;0.75;0.6666667;80000;3;oljeborring i lofoten og vestrålen;Olíu borun í Lofoten og Vesterålen 
698;2;1;1;1.0;0.6666667;0;3;Olje ;Olía 
699;5;1;1;0.75;0.6666667;250000;2;Oftere dårlig vær med storm og regn-oversvømmelser;Oftar slæmt veður með stormi og rigning flóð 
700;1;1;1;0.75;0.6666667;60000;2;Off Ingen olje til neste generasjon Egoistiske amerikanera;Af engum olíu fyrir næstu kynslóð eigingirni American 
701;2;1;0;0.25;0.3333333;500000;2;off;af 
702;5;1;1;0.5;0.3333333;425000;3;Når skal dette ikke bare gjelde andre land men også for norske politikere særlig arbeiderpartiet;Hvenær mun þetta ekki aðeins eiga við um önnur lönd heldur einnig fyrir norska stjórnmálamenn, einkum vinnumarkaðinn 
703;2;2;1;0.75;0.3333333;200000;3;Når jeg leser eller hører ordet klimaendringer tenker jeg menneskeskapte ikke-reversible endringer av verdens klima med globale konsekvenser for alle jordens arter Smelting av poler ekstremvær klimaflyktninger FN kamp om ressurser klimapolitikk osv ;Þegar ég las eða heyrir orðið loftslagsbreytingar, held ég að mannavöldum ekki afturkræfar breytingar á loftslagi heimsins með alþjóðlegum afleiðingum fyrir alla tegundir jarðar sem bræða pólverjar miklar veðurfjöldi. 
704;1;2;1;1.0;0.3333333;45000;1;Når jeg hører ordet klimaendringer tenker jeg på at det skjer store endringer i klimaet ved at vi oftere får naturkatastrofer som orkaner osv I tillegg så tenker jeg på at vi må minke utslippene våre av klimagasser slik at vi kan endre/minke denne utviklingen ;Þegar ég heyri orðið loftslagsbreytingar, held ég að það eru verulegar breytingar á loftslaginu með því að fá náttúruhamfarir eins og fellibylur osfrv. Þar að auki tel ég að við verðum að lækka losun gróðurhúsalofttegunda svo að við getum breytt / minnkað þessa þróun 
705;1;1;0;0.0;0.0;0;1;Nå må folk se å få huet ut av ræva og ut i sola klimaet endrer seg har alltid gjort det og kommer alltid til å gjøre det - til det engang er slutt Lite vi kan få gjort med det ;Nú þarf fólk að sjá að komast út úr rass og út í loftslagsbreytingar á sólinni hefur alltaf gert það og alltaf að fara að gera það - þar til það endar jafnvel lítið við getum gert það með það 
706;5;1;0;0.25;0.0;250000;0;Nå er forskerstanden ute etter lønnsøkning !;Nú er rannsóknarríkið að leita að greiða hækkun! 
707;3;1;0;0.5;0.6666667;600000;3;Nye muligheter;Ný tækifæri 
708;6;2;0;0.75;0.3333333;238000;1;Ny istid og jordens undergang ;Nýtt ís tíma og fall jarðar 
709;5;1;0;0.5;0.3333333;600000;0;Norge skal gå foran som et godt eksempel på klimatiltak men vi kan ikke redde verden alene ;Noregur mun fara fram sem gott dæmi um loftslagsráðstafanir en við getum ekki bjargað heiminum einum 
710;2;2;1;1.0;0.6666667;700000;3;Norge og alle andre må handle nå! det er ikke for sent ;Noregur og allir aðrir verða að starfa núna! Það er ekki of seint 
711;5;1;1;0.5;0.6666667;640000;3;Norge må begynne og redusere utslipp selv - ikke satse på at alle andre skal gjøre det Mer miljøvennlige biler - reduser / ta bort alle avgifter på slike biler;Noregur verður að byrja og draga úr losun sjálft - ekki einbeita sér að öllum öðrum til að gera það umhverfisvæn bíla - draga úr / taka í burtu öll gjöld á slíkum bílum 
712;2;1;0;0.75;0.6666667;900000;3;Norge kan ikke hjelpe hele verden ! Det er nok vi gjore her ;Noregur getur ekki hjálpað öllum heiminum! Það er nóg að við gerum hér 
713;2;2;1;0.5;0.3333333;135000;3;Norge holder en ganske aktiv praksis i dette området ;Noregur heldur nokkuð virkan æfingu á þessu sviði 
714;5;1;1;0.25;0.0;1300000;3;Norge er et stort land med en forholdsvis liten og spredt befolkning Norge kan alene ikke redde verden I Norge koster bensinen 15 kr pr liter mens 325 millioner mennesker i f eks USA betaler 5 kr liter for samme produkt Å la den norske oljen ligge under havbunnen vil bare bety at det blir brukt mer kull i verden Kull er mer forurensende Jeg mener det må satses mer på solenergi Tilslutt mener jeg verdens befolkning øker i et tempo som tilslutt vil være årsaken til at vi ødelegger denne planeten ;Noregur er stórt land með tiltölulega litlum og dreifðum íbúa Noregur einn vistar ekki heiminn í Noregi kostnaði bensín 15 kr á lítra en 325 milljónir manna ef fyrrverandi Bandaríkjamenn greiða 5 kr. Liters fyrir sömu vöru til að láta norska olíuna liggja undir The Seabed mun aðeins þýða að meira kol í heimi kol er meira mengandi Ég tel að það verður að fjárfesta meira á sól að samþætta ég tel að íbúar heimsins eykst í takti sem mun að lokum vera ástæðan fyrir því að við eyðileggum þessa plánetu 
715;4;2;0;0.25;0.0;0;1;Norge er et lite land som ikke kan gjøre noe uten de store land gjør no som å kaste peng ut vinduet det hjelper lite om ikke de som virkelig forurenser gjør no så gidd ikke de hvorfor vi ? ;Noregur er lítið land sem getur ekki gert neitt án þess að stóru löndin sem ekki eru eins og að henda peningunum út um gluggann sem hjálpar litla um ekki þá sem raunverulega menga að gera það ekki svo að þeir gerum það? 
716;1;1;0;0.25;0.3333333;40000;2;Norge bruker for mye penger på sånt tull!;Noregur eyðir of miklum peningum á þessum bulli! 
717;1;2;1;1.0;0.0;70000;3;Nordpolen smelter og vi kan ikke fikse opp i dette ;Norðurpólinn bráðnar og við getum ekki lagað upp í þessu 
718;4;2;1;0.75;0.6666667;815000;2;Nordpolen smelter hyppige orkaner mye nedbør temperatur endringer;Norðurpólinn bráðnar oft fellibylur mikið af breytingum á regnhitastigi 
719;1;1;1;0.5;0.3333333;0;1;nordpolen smelter havnivået vil stige varmere klima i norge flere land må kjempe mot det stigende havnivået hvordan forhindre klimaendringer;Norðurpólinn bráðnar sjávarstigið mun hækka hlýrra loftslag í Noregi. Nokkur lönd verða að berjast gegn hækkandi sjávarmáli hvernig á að koma í veg fyrir loftslagsbreytingar 
720;5;2;1;0.75;0.6666667;465000;2;Nordpolen smelter ;Norðurpólinn bráðnar 
721;5;2;0;0.75;0.3333333;0;2;nordpolen;Norðurpóll. 
