;age;gender;humanmade;concern;efficacy;income;edu3;openanswer;translation
576;5;2;1;1.0;0.6666667;0;3;Samfunnet må ta hensyn til klimaendringen og hver enkel må være villige til å gjøre noe selv for at vi skal ta vare på verden vi lever i;Society must take account of climate change and each individual must be will to do anything even if we be to take care of the world we live in
577;3;2;1;0.5;0.0;351000;2;Samfunnet er ikke flink nok på gjenbruk Er for for bruk-kast-mentalitet;Society be not good enough for reuse Is for the use throw-away mentality
578;5;1;0;0.5;0.3333333;300000;1;rommet er i ekspangsjon dermed forandrer klimaets seg også;Cleanliness be thereby change climate also
579;5;1;1;0.75;0.6666667;662400;3;Risiko;risk
580;5;2;1;0.75;0.3333333;250000;3;ren luft rent vann;clean air clean water
581;4;2;0;0.75;0.3333333;470000;3;ren luft;clean air
582;4;2;1;0.5;0.6666667;320000;1;REGNVÆR;RAINY
583;2;2;0;0.75;0.3333333;320000;2;Regnskogen;
584;3;2;1;0.75;0.3333333;400000;3;Regn økt vannstand;Rain increase water level
585;4;1;1;0.5;0.3333333;650000;2;Regn om sommerenæ;Rain on
586;4;2;1;0.5;0.3333333;400000;3;Regn og vind;Rain and wind
587;5;2;1;1.0;0.6666667;501600;3;regn og vind;rain and wind
588;4;2;0;0.5;0.3333333;400000;3;Regn og uvær;Rain and storm
589;5;2;1;1.0;0.6666667;650000;3;regn og storm;rain and storm
590;6;2;1;0.5;0.6666667;235000;3;Regn og oversvømmelser;Rain and flood
591;6;2;1;0.75;0.6666667;250000;3;regn og flom;rain and flood
592;1;2;1;0.5;0.6666667;40000;3;Regn mindre snø enn da jeg var barn naturkatastrofer;Rainfall less snow than when I be a natural
593;4;2;1;0.75;0.3333333;450000;3;regn fuktighet ubalanse i naturen;rain moisture imbalance in nature
594;5;2;1;0.5;0.6666667;360000;2;Regn;Rain
595;4;2;1;0.75;0.6666667;400000;2;Regn;Rain
596;5;1;1;0.75;0.0;350000;2;regn;rain
597;4;1;1;0.5;0.6666667;550000;1;Regn;Rain
598;4;2;1;0.75;0.3333333;650000;3;Regn;Rain
599;6;2;1;0.75;0.6666667;250000;1;Regn;Rain
600;5;2;0;0.25;0.3333333;1200000;3;Regn;Rain
601;2;1;0;0.5;0.3333333;500000;1;Regn;Rain
602;2;1;0;0.75;0.6666667;700000;3;Reelle men med usikker årsak Flere aktører på hver side av debatten med store egeninteresser Mangler helt objektive kilder ifht hva som blir konsekvensene/faren ved endringene men noe må gjøres;Real but with unknown cause Several on each side of the debate with great self-interest Missing completely unbiased source what will the / of change but something must be do
603;1;2;1;0.75;0.6666667;30000;3;redusert forbruk og utslipp (mindre shopping-spesielt alt som har med masseproduksjon og billigkjeder å gjøre kaste mindre mat kjøre mindre bil og fly-mer kollektivt mindre strøm og vannforbruk + selvfølgelig kildesortering);reduce fuel consumption and (less shopping-especially anything that have mass production and cheap chain to do throw less food drive less car and fly more collectively less electricity and water consumption + course sorting)
604;5;2;1;0.75;0.3333333;300000;3;redusert forbruk fossile ressurser;reduce consumption of fossil
605;5;2;1;0.75;0.6666667;520000;3;Redusere bilkjøring Oppvarming i boliger Lære om miljø og påvirkning av klima i barnehage/skole;Reduce drive heat in home Learning about the environment and the influence of climate in the kindergarten / school
606;2;2;0;0.5;0.3333333;0;3;reduksjon av produksjonen;reduction of production
607;4;2;1;0.75;0.6666667;456000;3;Reduksjon av klimagassutslipp Issmelting - stakkars dyr/seler/isbjørner Stoppe nedslakting av regnskogen;Reduction of greenhouse gas Ice melt - poor / suspenders / polar bear stop the slaughter of the
608;3;1;1;0.75;0.3333333;450000;3;Reduksjon av arts mangfoldet;Reduction of
609;2;2;1;0.75;0.3333333;0;3;Redsel;Fear
610;2;2;1;0.5;0.6666667;400000;3;Reality;Reality
611;6;1;0;0.5;0.3333333;270000;1;Ras og flom;and flood
612;7;1;0;0.25;0.3333333;350000;1;PÅSKUDD FOR NYE OG HØYERE AVGIFTER!;Pretext NEW AND HIGHER FEES!
613;4;2;1;0.5;0.3333333;350000;2;På grunn av klimagassar og gifter som blir sleppt ut forandrar klima seg Isen i Arktis smeltar hav nivået stig havtemperaturen stig som igjen fører til kraftigare stormar og naturkatastrofar Meir og kraftigare nedbør i Norge fører til ras og flaum;Because of greenhouse gas and poison emit before head climate itself Arctic ice melt sea level rise ocean rise, which in turn lead to more powerful storm and and more powerful rainfall in lead to landslide and flood
614;3;1;1;0.5;0.3333333;480000;3;Psykologi;psychology
615;3;1;1;0.75;0.3333333;250000;1;Prøvesprengniger;Sample Blast
616;3;2;1;1.0;0.6666667;0;1;prøv å gjøre noe for å forbedre klima krise;try to do something to improve the climate crisis
617;3;1;0;0.25;0.3333333;700000;3;Provoserende unyansert fremstilling av ett fenomen som beviselig har flere årsakssammenhenger;Trigger oversimplify representation of one phenomenon which prove to be more causal
618;1;2;1;0.75;0.6666667;130000;2;Problemer og vær;and weather
619;2;2;1;1.0;0.6666667;465000;3;problemer;
620;2;1;1;0.75;0.3333333;0;0;Problem;Problem
621;5;1;0;0.25;0.3333333;600000;3;Prater mye men gjør lite;Prater lot but do little
622;3;2;1;0.5;0.6666667;460000;3;Potensielle fremtige effekter av globale klimaendringer inkluderer: -intensitet av tropiske stormer -skogbranner -issmelting;Potential long as the effect of global climate change include: intensity of tropical storm -skogbranner -issmelting
623;4;1;0;0.25;0.3333333;600000;3;Populistisk;
624;6;1;1;0.25;0.3333333;600000;2;populisme;
625;3;2;1;0.5;0.3333333;340000;3;Polsmelting at havet stiger Våtere klima;Melting the sea rise wetter climate
626;2;2;1;0.75;0.6666667;500000;3;polsmelting;
627;5;1;0;0.0;0.0;500000;3;"Politisk styrt ""forskning"" Forskere på tynn is ";"Politically drive ""research"" on thin ice"
628;1;2;1;0.5;0.3333333;200000;3;Politisk debatt og juks fra maalinger;Political debate and cheat from
629;2;1;1;0.25;0.3333333;700000;2;Politisk babel;political
630;2;1;1;0.25;0.0;580000;3;Politisk agenda;political agenda
631;5;1;1;0.75;0.3333333;170000;0;politikk repetisjon igjen uten mål og handling;Policy refresher leave without and action
632;3;2;1;0.5;0.6666667;0;3;Politikk kjedelig masete;bore fussy
633;4;2;1;0.5;0.6666667;650000;3;Politikk;Policy
634;1;1;0;0.0;0.0;120000;2;Politikk;Policy
635;1;1;0;0.25;0.3333333;350000;2;Politikk;Policy
636;4;1;1;0.5;0.3333333;620000;3;Politikk;Policy
637;4;2;1;0.75;0.0;0;3;Politikk;Policy
638;4;1;0;0.5;0.0;400000;2;Politikere legger lista for fremdrift og suksess for et hvert land Alle politikere vil vise til fremdrift i sin periode Men når miljø og andre problemer kommer så er det vi (vanlige arbeidstakere) som er de skyldige Dessuten har vi alltid hatt en langsiktig klimaendring her på jorda som vi ikke er herre over Påvirket av jordskjelv vulkanutbrudd landplatåforskyvninger endring i avstand til solen m m;raise the bar for progress and success of any country All want to show progress in his tenure But when environmental and other come so be we (ordinary workers) who be the guilty Besides, we have always have a long-term climate change on Earth that we be not master of the influence of volcanic land plateau offset the change in distance to the sun
639;3;1;0;0.5;0.3333333;490000;3;Politikarprat;
640;4;1;0;0.5;0.3333333;1200000;3;Polissmelting;police Melting
641;2;2;1;0.75;0.0;477500;3;polis;police
642;1;1;1;1.0;0.3333333;200000;2;polene temperatur truede arter CO2 kjottkaker og brun saus;temperature endanger species CO2 patty and gravy
643;2;1;0;0.5;0.3333333;620000;3;Polene som smelter varmere klima og mer ekstremvær;The pole that melt warmer climate and more extreme weather
644;1;2;1;1.0;0.0;25000;2;Polene smelter havet stiger høyere kystlinje=mindre land Flere dyrearter dør ut drivhuseffekt;The pole melt sea rise higher = smaller Several animal species die out greenhouse effect
645;1;1;1;0.5;0.3333333;200000;1;Polene smelter;The pole melt
646;2;2;0;0.5;0.3333333;490000;3;Polene smelter;The pole melt
647;1;1;1;0.75;0.3333333;50000;2;Polarisert debatt;polarize debate
648;2;2;1;0.5;0.6666667;440000;2;Pol smelting;Pol smelt
649;2;1;1;0.5;0.3333333;390000;2;Pol isene smelter;Pol flight melt
650;3;1;0;0.5;0.0;430000;0;pol isen smelter;pol ice melt
651;4;1;0;0.5;0.0;450000;3;Planet i universet liten prikk uten betydning Klima er sammensatt noe er menneskeskapt annet er planetar påvirkning;Planet in the universe tiny dot irrelevant Climate be complex something be otherwise planetary influence
652;1;1;0;0.25;0.0;120000;2;Personer som tjener millioner på å prate om klimaendringer men selv er miljøsvin;People who earn millions on to talk about climate change but even environmentally swine
653;5;1;1;0.25;0.3333333;450000;2;palmestrand;palm beach
654;4;2;0;0.0;0.0;420000;2;ozon-laget;ozone layer
655;5;2;1;0.75;0.3333333;560000;3;Ozonlaget;The ozone layer
656;1;2;1;1.0;0.6666667;152000;0;ozonlaget;ozone layer
657;5;2;1;0.75;0.6666667;520000;3;ozonlaget;ozone layer
658;2;2;1;0.75;0.6666667;100000;2;ozone layer er på vei å bli ødelagt pga kemiske stoffer me brukar daglig;ozone layer be on the way to be damage due to ischemic Me System daily
659;7;1;1;0.75;0.6666667;0;3;OZON;OZONE
660;1;1;0;0.25;0.0;200000;2;Overvurdert tema;theme
661;2;1;1;0.0;0.0;530000;2;"Overvurdert Klimaet vil alltid forandre seg Vi påvirker det nok negativt MEN mennesker i sin helhet kan ikke gjøre noen forskjell Da må vi redusere antall mennesker Og synes særlig IKKE Norge trenger være et eksempel på bra klima politikk som nasjon Burde holde med strengere regler mot NYE bedrifter og hus/blokker Og ""reklamere"" for bra gjenvinning ";"climate will always change, we affect it enough negative BUT people in its entirety can not make any difference when we have to reduce the number of people and seem particularly NOT need to be an example of good climate policy as a nation Should keep rule against NYE house / block and ""advertise"" for good recovery"
662;5;2;1;0.75;0.3333333;500000;3;Oversvømmelser sterk vind høyere temperatur issmelting;Flooding strong wind higher temperature melt ice
663;3;1;1;0.75;0.3333333;460000;3;Oversvømmelser og folkevandringer;and
664;6;2;1;0.5;0.6666667;0;2;oversvømmelser;flood
665;5;2;1;1.0;0.6666667;400000;3;OVERSVØMMELSER;FLOOD
666;5;1;1;1.0;0.3333333;1150000;3;oversvømmelser;flood
667;6;1;1;1.0;0.3333333;2000000;3;Oversvømelser extrem vind og regn lavere tregrense stigende sntt temeratur nedsmelting av poler breer vannkavlitet;wind and rain lower tree line rise melt of pole
668;2;2;1;0.25;0.3333333;500000;3;overraskende nok men jeg tror ikke særlig mye på dette det er litt overdrevet det fins mange viktigere saker å ta seg av;surprisingly enough but I do not think very much, this be a bite exaggerate there be many more important issue to deal with
669;6;2;1;0.75;0.6666667;300000;3;overforbruk av ressurser;overuse of
670;5;1;1;0.75;0.3333333;1600000;3;overflodssamfunn;affluent society
671;5;1;0;0.25;0.3333333;4000000;3;Overdrivelse;Exaggeration
672;3;2;1;0.5;0.0;380000;3;Overdrivelse;Exaggeration
673;4;2;0;0.5;1.0;16500;2;Overdrivelse;Exaggeration
674;4;1;0;0.25;0.0;450000;2;Overdrevet betydning;Excessive importance
675;5;2;0;0.5;0.3333333;341800;2;overdrevet;exaggerate
676;6;1;0;0.25;0.3333333;600000;3;overdrevet;exaggerate
677;6;1;0;0.25;0.3333333;400000;3;Overdrevent hysteri Mange organisasjoner ønsker å berike seg;Excessive hysteria Many want to enrich themselves
678;1;1;0;0.0;0.0;280000;1;Overdrevent;excessive
679;3;1;0;0.25;0.3333333;1500000;3;overdrevent;excessive
680;5;1;0;0.25;0.3333333;360000;3;Overdreven frykt;Excessive fear
681;3;1;0;0.25;0.3333333;410000;3;overdramatisert;
682;2;2;0;0.25;0.3333333;520000;3;Overdramatisert;
683;5;1;1;1.0;0.3333333;600000;3;Overbefolkning dårlig utnyttelse av verdens ressurser grådighet;poor utilization of greed
684;4;2;0;0.25;0.3333333;390000;0;Ovendrevet;Oven Powered
685;5;2;1;0.5;0.0;375000;2;Osonlaget;
686;3;2;1;0.5;0.3333333;0;2;Osonlag;easier
687;3;2;1;0.5;0.3333333;380000;1;orkan;the energy
688;6;1;1;0.75;0.3333333;800000;3;orkan;the energy
689;6;1;0;0.5;0.3333333;300000;1;Oppvarming av kloden nedsmelting av isbreer fenomener som tørre og varme steder på kloden blir varmere og tørrere steder med mye nedbør får økende nedbør - kort sagt klimatiske forhold blir dårligere;Global warm melt of phenomena such as dry and warm place on the planet get hotter and drier with high rainfall have increase precipitation - in short climatic condition deteriorate
690;6;1;1;0.5;0.3333333;600000;3;oppvarming;heat
691;2;2;0;0.25;0.3333333;0;3;Oppskrytt;overrate
692;4;1;0;0.25;0.3333333;1000000;3;Oppgitthet;Despondency
693;5;2;1;0.75;0.6666667;630000;3;Oppgitthet;Despondency
694;2;2;0;0.25;0.3333333;227000;2;oppgitt;tire
695;1;1;0;0.0;0.0;7800;2;Oppblåst nyhetsoversksrift Dumme ungdommer og politikere som prater om det hele tiden;Bloated Stupid and talk about it all the time
696;2;1;0;0.0;0.0;700000;2;Oppblåst;bloat
697;1;2;1;0.75;0.6666667;80000;3;oljeborring i lofoten og vestrålen;oil drill in and
698;2;1;1;1.0;0.6666667;0;3;Olje;Oil
699;5;1;1;0.75;0.6666667;250000;2;Oftere dårlig vær med storm og regn-oversvømmelser;More often bad weather with storm and rain-floods
700;1;1;1;0.75;0.6666667;60000;2;Off Ingen olje til neste generasjon Egoistiske amerikanera;Off No oil to the next generation Selfish
701;2;1;0;0.25;0.3333333;500000;2;off;off
702;5;1;1;0.5;0.3333333;425000;3;Når skal dette ikke bare gjelde andre land men også for norske politikere særlig arbeiderpartiet;When this shall not apply only to other but also for especially Labor
703;2;2;1;0.75;0.3333333;200000;3;Når jeg leser eller hører ordet klimaendringer tenker jeg menneskeskapte ikke-reversible endringer av verdens klima med globale konsekvenser for alle jordens arter Smelting av poler ekstremvær klimaflyktninger FN kamp om ressurser klimapolitikk osv;When I read or hear the word climate change, I think man-made non-reversible change of the world climate with global for all the earth's species Melting of pole extreme climate UN fight for climate policy etc.
704;1;2;1;1.0;0.3333333;45000;1;Når jeg hører ordet klimaendringer tenker jeg på at det skjer store endringer i klimaet ved at vi oftere får naturkatastrofer som orkaner osv I tillegg så tenker jeg på at vi må minke utslippene våre av klimagasser slik at vi kan endre/minke denne utviklingen;When I hear the word climate change, I think that there be major change in the climate in that we often get natural such as hurricanes, etc. In addition, I think that we need to decrease our of greenhouse gas so that we can change / remove these
705;1;1;0;0.0;0.0;0;1;Nå må folk se å få huet ut av ræva og ut i sola klimaet endrer seg har alltid gjort det og kommer alltid til å gjøre det - til det engang er slutt Lite vi kan få gjort med det;Now people must look to the Head out of your ass and out the sun climate change have always do and will always do so - it even have end Lite we can get do with it
706;5;1;0;0.25;0.0;250000;0;Nå er forskerstanden ute etter lønnsøkning !;Now stand out for salary increases!
707;3;1;0;0.5;0.6666667;600000;3;Nye muligheter;New
708;6;2;0;0.75;0.3333333;238000;1;Ny istid og jordens undergang;New Ice Age and the end of the world
709;5;1;0;0.5;0.3333333;600000;0;Norge skal gå foran som et godt eksempel på klimatiltak men vi kan ikke redde verden alene;will set a good example on climate change but we can not save the world alone
710;2;2;1;1.0;0.6666667;700000;3;Norge og alle andre må handle nå! det er ikke for sent;and all must act now! It's not too late
711;5;1;1;0.5;0.6666667;640000;3;Norge må begynne og redusere utslipp selv - ikke satse på at alle andre skal gjøre det Mer miljøvennlige biler - reduser / ta bort alle avgifter på slike biler;must begin and reduce themselves - do not bet on everyone else to make it more environmentally friendly - reduce / remove all tax on such
712;2;1;0;0.75;0.6666667;900000;3;Norge kan ikke hjelpe hele verden ! Det er nok vi gjore her;can not help the whole world! It be enough we do here
713;2;2;1;0.5;0.3333333;135000;3;Norge holder en ganske aktiv praksis i dette området;keep a pretty active practice in this area
714;5;1;1;0.25;0.0;1300000;3;Norge er et stort land med en forholdsvis liten og spredt befolkning Norge kan alene ikke redde verden I Norge koster bensinen 15 kr pr liter mens 325 millioner mennesker i f eks USA betaler 5 kr liter for samme produkt Å la den norske oljen ligge under havbunnen vil bare bety at det blir brukt mer kull i verden Kull er mer forurensende Jeg mener det må satses mer på solenergi Tilslutt mener jeg verdens befolkning øker i et tempo som tilslutt vil være årsaken til at vi ødelegger denne planeten;be a large country with a relatively small and scatter population alone can not save the world in cost gasoline 15 per liter while 325 million people in pay 5 for the same product the oil lie beneath the will only mean that it be be use more coal in the world coal be more pollute I think it must invest more in solar finally, I believe the world's population be increase at a pace that will eventually be the reason why we destroy this planet
715;4;2;0;0.25;0.0;0;1;Norge er et lite land som ikke kan gjøre noe uten de store land gjør no som å kaste peng ut vinduet det hjelper lite om ikke de som virkelig forurenser gjør no så gidd ikke de hvorfor vi ?;be a small country which can not do anything without the big do no like throw money out the window it do not help unless they really pollute make no such bother not the why we?
716;1;1;0;0.25;0.3333333;40000;2;Norge bruker for mye penger på sånt tull!;spend too much money on stuff nonsense!
717;1;2;1;1.0;0.0;70000;3;Nordpolen smelter og vi kan ikke fikse opp i dette;North Pole be melt and we can not fix in this
718;4;2;1;0.75;0.6666667;815000;2;Nordpolen smelter hyppige orkaner mye nedbør temperatur endringer;North Pole melt frequent much precipitation temperature change
719;1;1;1;0.5;0.3333333;0;1;nordpolen smelter havnivået vil stige varmere klima i norge flere land må kjempe mot det stigende havnivået hvordan forhindre klimaendringer;North Pole be melt sea level will rise warmer climate in several have to fight against the rise sea level how to prevent climate change
720;5;2;1;0.75;0.6666667;465000;2;Nordpolen smelter;North Pole melt
721;5;2;0;0.75;0.3333333;0;2;nordpolen;pole
722;1;1;0;0.25;0.3333333;70000;2;Nordpolen;North pole
723;5;1;0;0.25;0.3333333;437000;3;Noen som prøver å forsvare sin stilling i en jobb;Someone who be try to defend his position in a job
724;7;2;1;0.5;0.3333333;300000;1;noe å tenke på for alle;something to think about for all
725;1;1;0;0.5;0.3333333;300000;2;Noe som skjer;Something be happen
726;4;1;0;0.0;0.3333333;430000;2;Noe som for tiden er populært å snakke om samt til å bruke som en 'legal unnskyldning' til å tillegge et produkt en ekstra avgift;Something that be currently popular to talk about and to use as a 'legal excuse' to ascribe a product an additional fee
727;7;2;0;0.5;0.6666667;173916;1;Noe Overdrevet;Something Exaggerated
728;5;2;1;0.5;0.3333333;495000;3;Noe må gjøres Vi er relativt gode i den vestlige verden Det er øst-europa asia afrika og syd-amerika som må begynne å jobbe med utslippene fra sin industri Vesten må bidra med teknologi;Something must be done, we be relatively good in the western world be eastern and south who have to start work with the from its industrial West need help with technology
729;4;1;1;0.75;0.6666667;800;3;Noe må gjøres;Something have to be do
730;3;1;0;0.0;0.3333333;300000;2;"Noe menneskeskapt noe naturlig Norge er en middels by i Verdensstatestikk men vi skal betale og begrense oss for å ""redde"" miljø Latterlig !";"Something something natural be a medium city in World but we should pay and limit ourselves to ""save"" the environment Ridiculous!"
731;6;1;0;0.75;0.0;200000;0;noe menneskeskapt;some anthropogenic
732;1;1;1;0.5;0.3333333;18000;2;Noe man er urolige for men man er ikke sikre på hvordan eventuelle endringer vil bli Jeg er for økt utvinning av olje og gass hvis og bare hvis dette kan erstatte energi som utvinnes fra kull som er mer forurensende Norge bør gå foran og dempe sine utslipp _Samtidig er det den samlede mengden utslipp for verden som teller derfor er olje og gass men aller helst fornybare energikilder å foretrekke fremfor kullkraft;Some one be worry but you be not sure how any change will be I be for increase production of oil and gas if and only if this can replace energy derive from coal be more pollute should go ahead and curb their _Samtidig it be the total amount of for the world that counts, therefore, be oil and gas but preferably renewable energy source preferable to coal
733;5;2;0;0.75;0.0;128000;1;Noe kan være menneskeskapt men tror også at klimaet alltid har hatt endringer i seg;Something can be man-made but also believe that the climate have always have change in themselves
734;6;1;1;0.75;0.3333333;750000;3;Noe kan være menneskeskapt men det er umulig å vite hvor mye fordi klimaet har i historisk perspektiv gjennomgått veldig store endringer Klimaendringer fant sted før det bodde mennesker på jorden;Something can be man-made but it be impossible to know how much because the climate have historically undergo very significant change Climate change take place before people live on earth
735;5;2;1;1.0;0.0;530000;2;"Noe jeg ikke like Føler meg hjelpeløs fordi ord og handlinger "" koker vekk i kålen"" ";"Something I do not like I feel helpless because word and action ""boils away the cabbage"""
736;1;1;0;0.5;0.3333333;0;2;Noe helt naturlig som jorden har gjort i tusenvis av år men som blir forhastet av menneskenes påvirkning;Something quite natural that the earth have do for of but that be hasty of human influence
737;6;1;0;0.5;0.3333333;0;3;Noe har endret klimaet før i tiden også! Det nye er at menneskene nå - i større grad enn tidligere medvirker;Something have change the climate in the past, too! What be new be that people now - to a greater extent than previously
738;6;2;0;0.0;0.0;130;0;noe er menneskeskapt men det blir ikke tatt hensyn til solstormer forandring i univerdet og at nye planeter er kommet til og at det har vært klimaendringer før;which be man-made but it be not take into account solar flare change in and that new be reach and that there have be climate change before
739;2;2;1;0.75;0.3333333;570000;3;Never blame the climate Wear the apparels according to climate;Never blame the climate Wear the apparel accord to climate
740;3;1;1;0.75;0.0;0;3;Neste gererasjon vil slite med at dagens generasjon ikke har gjort nok;Next will struggle with that today's generation have not do enough
741;5;1;1;0.75;0.3333333;780000;3;Neste generasjon;Next generation
742;2;1;1;0.75;0.6666667;450000;3;Negativt: issmelting og økning av havnivå;Cons: melt ice and rise sea level
743;5;1;0;0.0;0.3333333;650000;1;Negativt hysteri;negative hysteria
744;3;1;0;0.25;0.3333333;800000;3;Negativt globalt men ikke nødvendigvis lokalt Mye følelser på begge sider - som gjør det vanskelig å ha tillit til informasjonen man hører;Negative global but not necessarily locally lot of emotion on both side - which make it difficult to have confidence in the information you hear
745;5;1;0;0.5;0.0;1300000;3;Negativt;negatively
746;4;2;1;0.75;0.6666667;150000;2;Negative utsagn om klima Klima er i forandring og bør tas alvorlig Politikerne må ta dette på alvor og forutse hva som skjer på lang sikt om det ikke gjøres forebyggende tiltak;Negative about climate Climate be change and should be take seriously must take this seriously and predict what happen in the long term if there be no preventive measure be take
747;4;1;1;0.75;0.3333333;700000;3;negative konsekvenser for kloden;negative for the planet
748;3;1;0;0.75;0.3333333;1000000;2;Negative globale endringer i værsystemer på jorden;Negative global change in weather on Earth
749;3;1;1;0.25;0.3333333;525000;3;Negative endringer på lang sikt mht vær temperaturer og vind som vil skape problemer for menneskene Isen smelter og vannet stiger;Negative change in the long term with regard to weather and wind that will create for the people ice melt and the water rise
750;3;2;1;0.75;0.3333333;700000;3;negative endringer i miljøet;adverse change in the environment
751;3;2;1;0.5;0.3333333;405000;3;Negativ utvikling;negative development
752;4;1;1;0.75;0.6666667;450000;3;Nedsmeltining av arktis og antarktis og Kina sin miljøpolitikk også klimakvoter som er de vestlige lands ran av u-land;of the Arctic and Antarctic, and China's environmental policy also emission allowance that be the Western robbery of develop
753;6;1;1;0.75;0.3333333;500000;2;Nedsmelting stigende vannstand vind;rise water level wind
754;7;1;1;0.75;0.3333333;300000;1;Nedsmelting i polområdene Høyere vannstand;The melt of the polar Water +
755;5;1;1;0.75;0.3333333;400000;0;Nedsmelting av polområda og meir vind og nedbør;The melt of the polar and more wind and rain
756;4;2;0;0.0;0.3333333;150000;3;Nedsmelting av polene tyfoner orkaner kaldt i sør varmt i nord Miljøforurensende utslipp i form av fabrikkrøyk og andre avgasser;The melt of the pole cold in the south hot north Environmental Polluting in the form of factory smoke and other fume
757;4;1;1;0.75;0.3333333;550000;1;Nedsmelting av polene Havet stiger Problemer for store deler av den lavtliggende verden Folkevandring;The melt of the pole sea-level rise for large part of the low-lying World Migration
758;4;1;1;0.75;0.6666667;455000;2;nedsmelting av polene;melt of the pole
759;2;1;1;0.75;0.3333333;560000;3;Nedsmelting av polarisen;The melt of polar ice
760;4;1;1;0.5;0.6666667;430000;2;Nedsmelting av po l områdene;Melting po l
761;6;1;0;0.75;0.6666667;309000;2;Nedsmelting av ismassene rundt polene;The melt of the ice mass around the pole
762;3;2;1;0.5;0.3333333;448000;2;Nedsmelting av isbreer;The melt of
763;5;2;1;1.0;0.3333333;170000;2;Nedsmelting av is i polområdene;The melt of ice in the polar
764;6;2;1;1.0;0.3333333;0;3;Nedsmelting av is i polare strøk oppvarming av jorda store utslipp av klimagasser endring av livsbetingelser for alt liv;The melt of ice in the polar warm of the soil level of greenhouse gas change the condition of life for all life
765;3;1;0;0.25;0.3333333;860000;3;Nedbørintensitet flom ras;Precipitation Intensity flood landslide
766;6;1;0;0.0;0.0;350000;2;Nedbør temperatur;precipitation temperature
767;5;2;1;0.5;0.3333333;145000;1;ned hogging av trær i Brasil Malaysia Cile og div andre land;down hog of tree in Brazil and other
768;3;1;0;0.0;0.0;8000000;3;naturlige variasjoner useriøse forskere ute etter penger :-) ikke alle;natural of rogue look for money :-) not all
769;4;2;0;0.75;0.0;170000;2;naturlige variasjoner;natural
770;2;1;0;0.0;0.0;512000;3;Naturlige variasjoner;natural
771;1;1;0;0.25;0.0;292500;2;Naturlige endringer hovedsaklig forårsaket av solaktivitet! Menneskeskapt klimaendring er politisk propaganda som kun er skapt for å finne metoder å beskatte befolkningen mer og for å begrense eget oljebruk slik at vi har mer olje å selge til utlandet Jeg liker at vi kjemper for naturen og miljøet jeg tror det er viktigst for helse og frisk natur og turisme men skal vi redusere klimagasser må vi heller prioritere en mye bedre infrastruktur for å få transport raskere og sikrere fra A til B enn å fokusere på å bekjempe dette med skatter og avgifter Miljøavgifter er i hovedsak skadelig politikk for lavtlønnete og fattige vanlige folk Normale folk trenger bilen sin for å kjøre til og fra jobb Miljøavgifter er også dårlig for likestilling fordi flere og flere blir tvunget til tettsteder fordi kjøring blir dyrere enn å kunne ha friheten til å bo spredt ut i landet om de ønsker det Dette gjelder også for infrastrukturen Så mitt forslag for klimaendringer er at det mest moralske og beste for landet slik det er nå og fremover er å bygge ut en landsdekkende 4-8 felt motorvei av verdens høyeste standard Gjerne gå så langt at vi bygger bro eller tunnell over til Danmark;Natural change mainly cause by solar activity! climate change be political propaganda that be only create to find ways of tax the population more and to limit private oil usage so that we have more oil to sell abroad I like that we be fight for nature and the environment, I think it be important for health and fresh nature and tourism but we be go to reduce greenhouse gas emissions, we must also devote a much better infrastructure to transport faster and from A to B than to focus on fight this with tax and fee Environmental tax be essentially harmful and poor standard people Normal people need their car to drive to and from work Environmental tax be also bad for equality because more and more be force to because drive become more expensive than have the freedom to stay spread out in the country if they wish This also apply for infrastructure so my suggestion for climate change be that the most moral and best for the country as it be now and the future be to build out a nationwide cover 8/4 lane highway of the world's highest standard Love to go so far that we be build a bridge or tunnel across to
772;5;1;0;0.5;0.3333333;800000;3;Naturlig variasjon som følge av sykluser som jorden tidligere har vært inne i Noe menneskeskapt utslipp men ikke mye i forhold til det naturen slipper ut Siste vulkanutbrudd på Island slapp nok f eks ut mye mer CO2 enn enn all industri i Norge kunne vise til i den perioden utbruddet varte;Natural variation as a result of cycle that the earth have previously be inside Something but not much in relation to the nature emit latest volcanic eruption in Iceland drop enough out much more CO2 than than all industry in able to demonstrate during the period eruption last
773;5;1;0;0.5;0.3333333;450000;2;naturlig utvikling;natural evolution
774;5;1;0;0.25;0.0;420000;2;Naturlig syklus som naturen styrer;Natural cycle that nature control
775;3;1;0;0.25;0.0;450000;3;Naturlig syklus;natural cycle
776;2;1;0;0.0;0.3333333;500000;2;naturlig syklus;natural cycle
777;5;1;1;0.5;0.6666667;1100000;3;naturlig svingning eller menneskeskapt;natural fluctuation or
778;4;1;0;0.25;0.0;600000;3;Naturlig skjer hele tiden;Natural happen all the time
779;2;1;0;0.0;0.6666667;0;1;NATURLIG og går i store sykluser;NATURAL and go in large cycle
780;6;2;0;0.5;0.0;300000;3;naturlig har skjedd i alle år variasjoner over år;naturally have happen all year over
781;4;1;0;0.5;0.3333333;500000;2;naturlig forandringer p g a solen og planetenes gang;natural change p g a sun and planetary time
782;1;1;1;0.5;0.3333333;600000;2;Naturlig fenomen som skjer regelmessig over en lenger periode MEN som mennesker har vært med på å fremskynde;Natural phenomenon that happen regularly over a longer period of time BUT that people have help to expedite
